questao_id,modelo,ano,area,tem_imagem,alternativa,gabarito,acertou
enem-2025-70,groq-llama-8b,2025,humanas,0,B,B,1
enem-2025-71,groq-llama-8b,2025,humanas,0,A,A,1
enem-2025-72,groq-llama-8b,2025,humanas,0,D,D,1
enem-2025-73,groq-llama-8b,2025,humanas,0,A,A,1
enem-2025-74,groq-llama-8b,2025,humanas,0,B,B,1
enem-2025-75,groq-llama-8b,2025,humanas,0,C,B,0
enem-2025-76,groq-llama-8b,2025,humanas,0,C,C,1
enem-2025-78,groq-llama-8b,2025,humanas,0,B,B,1
enem-2025-79,groq-llama-8b,2025,humanas,0,A,A,1
enem-2025-80,groq-llama-8b,2025,humanas,0,C,C,1
enem-2025-81,groq-llama-8b,2025,humanas,0,E,E,1
enem-2025-82,groq-llama-8b,2025,humanas,0,A,E,0
enem-2025-83,groq-llama-8b,2025,humanas,0,D,D,1
enem-2025-84,groq-llama-8b,2025,humanas,0,D,D,1
enem-2025-85,groq-llama-8b,2025,humanas,0,A,B,0
enem-2025-86,groq-llama-8b,2025,humanas,0,C,C,1
enem-2025-87,groq-llama-8b,2025,humanas,0,A,B,0
enem-2025-88,groq-llama-8b,2025,humanas,0,C,C,1
enem-2025-89,groq-llama-8b,2025,humanas,0,E,E,1
enem-2025-90,groq-llama-8b,2025,humanas,0,C,A,0
enem-2025-01,groq-llama-70b,2025,linguagens,0,D,D,1
enem-2025-02,groq-llama-70b,2025,linguagens,0,D,D,1
enem-2025-03,groq-llama-70b,2025,linguagens,0,D,D,1
enem-2025-04,groq-llama-70b,2025,linguagens,0,E,E,1
enem-2025-06,groq-llama-70b,2025,linguagens,0,E,E,1
enem-2025-07,groq-llama-70b,2025,linguagens,0,C,C,1
enem-2025-08,groq-llama-70b,2025,linguagens,0,E,D,0
enem-2025-09,groq-llama-70b,2025,linguagens,0,C,C,1
enem-2025-10,groq-llama-70b,2025,linguagens,0,E,E,1
enem-2025-11,groq-llama-70b,2025,linguagens,0,B,B,1
enem-2025-12,groq-llama-70b,2025,linguagens,0,C,C,1
enem-2025-13,groq-llama-70b,2025,linguagens,0,E,E,1
enem-2025-16,groq-llama-70b,2025,linguagens,0,E,E,1
enem-2025-17,groq-llama-70b,2025,linguagens,0,D,C,0
enem-2025-18,groq-llama-70b,2025,linguagens,0,A,A,1
enem-2025-19,groq-llama-70b,2025,linguagens,0,E,E,1
enem-2025-20,groq-llama-70b,2025,linguagens,0,B,B,1
enem-2025-21,groq-llama-70b,2025,linguagens,0,C,C,1
enem-2025-25,groq-llama-70b,2025,linguagens,0,E,E,1
enem-2025-27,groq-llama-70b,2025,linguagens,0,A,A,1
enem-2025-28,groq-llama-70b,2025,linguagens,0,A,B,0
enem-2025-29,groq-llama-70b,2025,linguagens,0,A,A,1
enem-2025-30,groq-llama-70b,2025,linguagens,0,A,B,0
enem-2025-32,groq-llama-70b,2025,linguagens,0,E,E,1
enem-2025-35,groq-llama-70b,2025,linguagens,0,A,E,0
enem-2025-36,groq-llama-70b,2025,linguagens,0,D,D,1
enem-2025-37,groq-llama-70b,2025,linguagens,0,D,A,0
enem-2025-38,groq-llama-70b,2025,linguagens,0,D,B,0
enem-2025-39,groq-llama-70b,2025,linguagens,0,C,C,1
enem-2025-40,groq-llama-70b,2025,linguagens,0,A,A,1
enem-2025-42,groq-llama-70b,2025,linguagens,0,D,A,0
enem-2025-43,groq-llama-70b,2025,linguagens,0,D,D,1
enem-2025-44,groq-llama-70b,2025,linguagens,0,D,D,1
enem-2025-46,groq-llama-70b,2025,humanas,0,E,E,1
enem-2025-48,groq-llama-70b,2025,humanas,0,E,E,1
enem-2025-50,groq-llama-70b,2025,humanas,0,A,A,1
enem-2025-51,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-52,groq-llama-70b,2025,humanas,0,C,C,1
enem-2025-53,groq-llama-70b,2025,humanas,0,A,E,0
enem-2025-54,groq-llama-70b,2025,humanas,0,E,E,1
enem-2025-55,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-56,groq-llama-70b,2025,humanas,0,C,C,1
enem-2025-57,groq-llama-70b,2025,humanas,0,A,A,1
enem-2025-58,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-59,groq-llama-70b,2025,humanas,0,B,B,1
enem-2025-60,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-61,groq-llama-70b,2025,humanas,0,E,E,1
enem-2025-62,groq-llama-70b,2025,humanas,0,B,B,1
enem-2025-64,groq-llama-70b,2025,humanas,0,C,A,0
enem-2025-65,groq-llama-70b,2025,humanas,0,C,C,1
enem-2025-66,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-67,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-69,groq-llama-70b,2025,humanas,0,C,C,1
enem-2025-70,groq-llama-70b,2025,humanas,0,B,B,1
enem-2025-71,groq-llama-70b,2025,humanas,0,A,A,1
enem-2025-72,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-73,groq-llama-70b,2025,humanas,0,A,A,1
enem-2025-74,groq-llama-70b,2025,humanas,0,B,B,1
enem-2025-75,groq-llama-70b,2025,humanas,0,B,B,1
enem-2025-76,groq-llama-70b,2025,humanas,0,C,C,1
enem-2025-78,groq-llama-70b,2025,humanas,0,B,B,1
enem-2025-79,groq-llama-70b,2025,humanas,0,A,A,1
enem-2025-80,groq-llama-70b,2025,humanas,0,C,C,1
enem-2025-81,groq-llama-70b,2025,humanas,0,E,E,1
enem-2025-82,groq-llama-70b,2025,humanas,0,E,E,1
enem-2025-83,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-84,groq-llama-70b,2025,humanas,0,D,D,1
enem-2025-85,groq-llama-70b,2025,humanas,0,B,B,1
enem-2025-86,groq-llama-70b,2025,humanas,0,C,C,1
enem-2025-87,groq-llama-70b,2025,humanas,0,B,B,1
enem-2025-88,groq-llama-70b,2025,humanas,0,C,C,1
enem-2025-89,groq-llama-70b,2025,humanas,0,E,E,1
enem-2025-90,groq-llama-70b,2025,humanas,0,A,A,1
enem-2025-92,groq-llama-8b,2025,natureza,0,E,D,0
enem-2025-93,groq-llama-8b,2025,natureza,0,C,C,1
enem-2025-95,groq-llama-8b,2025,natureza,0,C,C,1
enem-2025-96,groq-llama-8b,2025,natureza,0,C,B,0
enem-2025-98,groq-llama-8b,2025,natureza,0,D,D,1
enem-2025-99,groq-llama-8b,2025,natureza,0,C,C,1
enem-2025-100,groq-llama-8b,2025,natureza,0,D,D,1
enem-2025-101,groq-llama-8b,2025,natureza,0,C,A,0
enem-2025-102,groq-llama-8b,2025,natureza,0,E,E,1
enem-2025-103,groq-llama-8b,2025,natureza,0,A,A,1
enem-2025-104,groq-llama-8b,2025,natureza,0,A,A,1
enem-2025-110,groq-llama-8b,2025,natureza,0,D,E,0
enem-2025-112,groq-llama-8b,2025,natureza,0,D,D,1
enem-2025-116,groq-llama-8b,2025,natureza,0,C,C,1
enem-2025-117,groq-llama-8b,2025,natureza,0,D,D,1
enem-2025-118,groq-llama-8b,2025,natureza,0,A,C,0
enem-2025-121,groq-llama-8b,2025,natureza,0,A,B,0
enem-2025-124,groq-llama-8b,2025,natureza,0,D,B,0
enem-2025-125,groq-llama-8b,2025,natureza,0,E,B,0
enem-2025-129,groq-llama-8b,2025,natureza,0,A,A,1
enem-2025-131,groq-llama-8b,2025,natureza,0,B,E,0
enem-2025-136,groq-llama-8b,2025,matematica,0,B,C,0
enem-2025-140,groq-llama-8b,2025,matematica,0,C,E,0
enem-2025-141,groq-llama-8b,2025,matematica,0,B,C,0
enem-2025-142,groq-llama-8b,2025,matematica,0,C,C,1
enem-2025-144,groq-llama-8b,2025,matematica,0,E,D,0
enem-2025-146,groq-llama-8b,2025,matematica,0,B,B,1
enem-2025-150,groq-llama-8b,2025,matematica,0,D,D,1
enem-2025-151,groq-llama-8b,2025,matematica,0,A,D,0
enem-2025-152,groq-llama-8b,2025,matematica,0,C,D,0
enem-2025-155,groq-llama-8b,2025,matematica,0,C,B,0
enem-2025-157,groq-llama-8b,2025,matematica,0,C,C,1
enem-2025-158,groq-llama-8b,2025,matematica,0,E,C,0
enem-2025-159,groq-llama-8b,2025,matematica,0,D,D,1
enem-2025-162,groq-llama-8b,2025,matematica,0,A,B,0
enem-2025-165,groq-llama-8b,2025,matematica,0,A,D,0
enem-2025-168,groq-llama-8b,2025,matematica,0,A,E,0
enem-2025-171,groq-llama-8b,2025,matematica,0,D,E,0
enem-2025-172,groq-llama-8b,2025,matematica,0,E,A,0
enem-2025-175,groq-llama-8b,2025,matematica,0,E,C,0
enem-2025-176,groq-llama-8b,2025,matematica,0,C,C,1
enem-2025-178,groq-llama-8b,2025,matematica,0,A,E,0
enem-2025-179,groq-llama-8b,2025,matematica,0,A,A,1
enem-2025-92,groq-llama-70b,2025,natureza,0,D,D,1
enem-2025-93,groq-llama-70b,2025,natureza,0,C,C,1
enem-2025-95,groq-llama-70b,2025,natureza,0,C,C,1
enem-2025-96,groq-llama-70b,2025,natureza,0,B,B,1
enem-2025-98,groq-llama-70b,2025,natureza,0,D,D,1
enem-2025-99,groq-llama-70b,2025,natureza,0,C,C,1
enem-2025-100,groq-llama-70b,2025,natureza,0,D,D,1
enem-2025-101,groq-llama-70b,2025,natureza,0,A,A,1
enem-2025-102,groq-llama-70b,2025,natureza,0,E,E,1
enem-2025-103,groq-llama-70b,2025,natureza,0,A,A,1
enem-2025-104,groq-llama-70b,2025,natureza,0,A,A,1
enem-2025-110,groq-llama-70b,2025,natureza,0,E,E,1
enem-2025-112,groq-llama-70b,2025,natureza,0,D,D,1
enem-2025-116,groq-llama-70b,2025,natureza,0,C,C,1
enem-2025-117,groq-llama-70b,2025,natureza,0,D,D,1
enem-2025-118,groq-llama-70b,2025,natureza,0,A,C,0
enem-2025-121,groq-llama-70b,2025,natureza,0,C,B,0
enem-2025-124,groq-llama-70b,2025,natureza,0,B,B,1
enem-2025-125,groq-llama-70b,2025,natureza,0,B,B,1
enem-2025-129,groq-llama-70b,2025,natureza,0,A,A,1
enem-2025-131,groq-llama-70b,2025,natureza,0,E,E,1
enem-2025-136,groq-llama-70b,2025,matematica,0,D,C,0
enem-2025-140,groq-llama-70b,2025,matematica,0,A,E,0
enem-2025-141,groq-llama-70b,2025,matematica,0,C,C,1
enem-2025-142,groq-llama-70b,2025,matematica,0,C,C,1
enem-2025-144,groq-llama-70b,2025,matematica,0,D,D,1
enem-2025-146,groq-llama-70b,2025,matematica,0,B,B,1
enem-2025-150,groq-llama-70b,2025,matematica,0,D,D,1
enem-2025-151,groq-llama-70b,2025,matematica,0,D,D,1
enem-2025-152,groq-llama-70b,2025,matematica,0,B,D,0
enem-2025-155,groq-llama-70b,2025,matematica,0,B,B,1
enem-2025-157,groq-llama-70b,2025,matematica,0,D,C,0
enem-2025-158,groq-llama-70b,2025,matematica,0,C,C,1
enem-2025-159,groq-llama-70b,2025,matematica,0,D,D,1
enem-2025-162,groq-llama-70b,2025,matematica,0,B,B,1
enem-2025-165,groq-llama-70b,2025,matematica,0,E,D,0
enem-2025-168,groq-llama-70b,2025,matematica,0,E,E,1
enem-2025-171,groq-llama-70b,2025,matematica,0,E,E,1
enem-2025-172,groq-llama-70b,2025,matematica,0,C,A,0
enem-2025-175,groq-llama-70b,2025,matematica,0,C,C,1
enem-2025-176,groq-llama-70b,2025,matematica,0,C,C,1
enem-2025-178,groq-llama-70b,2025,matematica,0,A,E,0
enem-2025-179,groq-llama-70b,2025,matematica,0,D,A,0
enem-2025-01,groq-gpt-oss-20b,2025,linguagens,0,D,D,1
enem-2025-02,groq-gpt-oss-20b,2025,linguagens,0,D,D,1
enem-2025-03,groq-gpt-oss-20b,2025,linguagens,0,D,D,1
enem-2025-04,groq-gpt-oss-20b,2025,linguagens,0,E,E,1
enem-2025-06,groq-gpt-oss-20b,2025,linguagens,0,C,E,0
enem-2025-07,groq-gpt-oss-20b,2025,linguagens,0,C,C,1
enem-2025-08,groq-gpt-oss-20b,2025,linguagens,0,E,D,0
enem-2025-09,groq-gpt-oss-20b,2025,linguagens,0,D,C,0
enem-2025-10,groq-gpt-oss-20b,2025,linguagens,0,A,E,0
enem-2025-11,groq-gpt-oss-20b,2025,linguagens,0,A,B,0
enem-2025-12,groq-gpt-oss-20b,2025,linguagens,0,C,C,1
enem-2025-13,groq-gpt-oss-20b,2025,linguagens,0,E,E,1
enem-2025-16,groq-gpt-oss-20b,2025,linguagens,0,E,E,1
enem-2025-17,groq-gpt-oss-20b,2025,linguagens,0,D,C,0
enem-2025-18,groq-gpt-oss-20b,2025,linguagens,0,A,A,1
enem-2025-19,groq-gpt-oss-20b,2025,linguagens,0,E,E,1
enem-2025-20,groq-gpt-oss-20b,2025,linguagens,0,B,B,1
enem-2025-21,groq-gpt-oss-20b,2025,linguagens,0,C,C,1
enem-2025-25,groq-gpt-oss-20b,2025,linguagens,0,C,E,0
enem-2025-27,groq-gpt-oss-20b,2025,linguagens,0,A,A,1
enem-2025-28,groq-gpt-oss-20b,2025,linguagens,0,A,B,0
enem-2025-29,groq-gpt-oss-20b,2025,linguagens,0,A,A,1
enem-2025-30,groq-gpt-oss-20b,2025,linguagens,0,A,B,0
enem-2025-32,groq-gpt-oss-20b,2025,linguagens,0,E,E,1
enem-2025-35,groq-gpt-oss-20b,2025,linguagens,0,E,E,1
enem-2025-36,groq-gpt-oss-20b,2025,linguagens,0,D,D,1
enem-2025-37,groq-gpt-oss-20b,2025,linguagens,0,,A,0
enem-2025-38,groq-gpt-oss-20b,2025,linguagens,0,A,B,0
enem-2025-39,groq-gpt-oss-20b,2025,linguagens,0,B,C,0
enem-2025-40,groq-gpt-oss-20b,2025,linguagens,0,C,A,0
enem-2025-42,groq-gpt-oss-20b,2025,linguagens,0,C,A,0
enem-2025-43,groq-gpt-oss-20b,2025,linguagens,0,D,D,1
enem-2025-44,groq-gpt-oss-20b,2025,linguagens,0,D,D,1
enem-2025-46,groq-gpt-oss-20b,2025,humanas,0,E,E,1
enem-2025-48,groq-gpt-oss-20b,2025,humanas,0,,E,0
enem-2025-50,groq-gpt-oss-20b,2025,humanas,0,A,A,1
enem-2025-51,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-52,groq-gpt-oss-20b,2025,humanas,0,C,C,1
enem-2025-53,groq-gpt-oss-20b,2025,humanas,0,A,E,0
enem-2025-54,groq-gpt-oss-20b,2025,humanas,0,E,E,1
enem-2025-55,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-56,groq-gpt-oss-20b,2025,humanas,0,C,C,1
enem-2025-57,groq-gpt-oss-20b,2025,humanas,0,A,A,1
enem-2025-58,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-59,groq-gpt-oss-20b,2025,humanas,0,B,B,1
enem-2025-60,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-61,groq-gpt-oss-20b,2025,humanas,0,A,E,0
enem-2025-62,groq-gpt-oss-20b,2025,humanas,0,B,B,1
enem-2025-64,groq-gpt-oss-20b,2025,humanas,0,C,A,0
enem-2025-65,groq-gpt-oss-20b,2025,humanas,0,C,C,1
enem-2025-66,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-67,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-69,groq-gpt-oss-20b,2025,humanas,0,C,C,1
enem-2025-70,groq-gpt-oss-20b,2025,humanas,0,B,B,1
enem-2025-71,groq-gpt-oss-20b,2025,humanas,0,A,A,1
enem-2025-72,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-73,groq-gpt-oss-20b,2025,humanas,0,A,A,1
enem-2025-74,groq-gpt-oss-20b,2025,humanas,0,C,B,0
enem-2025-75,groq-gpt-oss-20b,2025,humanas,0,B,B,1
enem-2025-76,groq-gpt-oss-20b,2025,humanas,0,C,C,1
enem-2025-78,groq-gpt-oss-20b,2025,humanas,0,B,B,1
enem-2025-79,groq-gpt-oss-20b,2025,humanas,0,A,A,1
enem-2025-80,groq-gpt-oss-20b,2025,humanas,0,C,C,1
enem-2025-81,groq-gpt-oss-20b,2025,humanas,0,E,E,1
enem-2025-82,groq-gpt-oss-20b,2025,humanas,0,,E,0
enem-2025-83,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-84,groq-gpt-oss-20b,2025,humanas,0,D,D,1
enem-2025-85,groq-gpt-oss-20b,2025,humanas,0,B,B,1
enem-2025-86,groq-gpt-oss-20b,2025,humanas,0,C,C,1
enem-2025-87,groq-gpt-oss-20b,2025,humanas,0,B,B,1
enem-2025-88,groq-gpt-oss-20b,2025,humanas,0,C,C,1
enem-2025-89,groq-gpt-oss-20b,2025,humanas,0,E,E,1
enem-2025-90,groq-gpt-oss-20b,2025,humanas,0,A,A,1
enem-2025-92,groq-gpt-oss-20b,2025,natureza,0,D,D,1
enem-2025-93,groq-gpt-oss-20b,2025,natureza,0,C,C,1
enem-2025-95,groq-gpt-oss-20b,2025,natureza,0,C,C,1
enem-2025-96,groq-gpt-oss-20b,2025,natureza,0,B,B,1
enem-2025-98,groq-gpt-oss-20b,2025,natureza,0,D,D,1
enem-2025-99,groq-gpt-oss-20b,2025,natureza,0,C,C,1
enem-2025-100,groq-gpt-oss-20b,2025,natureza,0,D,D,1
enem-2025-101,groq-gpt-oss-20b,2025,natureza,0,A,A,1
enem-2025-102,groq-gpt-oss-20b,2025,natureza,0,E,E,1
enem-2025-103,groq-gpt-oss-20b,2025,natureza,0,A,A,1
enem-2025-104,groq-gpt-oss-20b,2025,natureza,0,A,A,1
enem-2025-110,groq-gpt-oss-20b,2025,natureza,0,E,E,1
enem-2025-112,groq-gpt-oss-20b,2025,natureza,0,D,D,1
enem-2025-116,groq-gpt-oss-20b,2025,natureza,0,C,C,1
enem-2025-117,groq-gpt-oss-20b,2025,natureza,0,D,D,1
enem-2025-118,groq-gpt-oss-20b,2025,natureza,0,C,C,1
enem-2025-121,groq-gpt-oss-20b,2025,natureza,0,B,B,1
enem-2025-124,groq-gpt-oss-20b,2025,natureza,0,,B,0
enem-2025-125,groq-gpt-oss-20b,2025,natureza,0,C,B,0
enem-2025-129,groq-gpt-oss-20b,2025,natureza,0,A,A,1
enem-2025-131,groq-gpt-oss-20b,2025,natureza,0,E,E,1
enem-2025-136,groq-gpt-oss-20b,2025,matematica,0,A,C,0
enem-2025-140,groq-gpt-oss-20b,2025,matematica,0,,E,0
enem-2025-141,groq-gpt-oss-20b,2025,matematica,0,C,C,1
enem-2025-142,groq-gpt-oss-20b,2025,matematica,0,C,C,1
enem-2025-144,groq-gpt-oss-20b,2025,matematica,0,D,D,1
enem-2025-146,groq-gpt-oss-20b,2025,matematica,0,B,B,1
enem-2025-150,groq-gpt-oss-20b,2025,matematica,0,D,D,1
enem-2025-151,groq-gpt-oss-20b,2025,matematica,0,D,D,1
enem-2025-152,groq-gpt-oss-20b,2025,matematica,0,A,D,0
enem-2025-155,groq-gpt-oss-20b,2025,matematica,0,B,B,1
enem-2025-157,groq-gpt-oss-20b,2025,matematica,0,C,C,1
enem-2025-158,groq-gpt-oss-20b,2025,matematica,0,C,C,1
enem-2025-159,groq-gpt-oss-20b,2025,matematica,0,D,D,1
enem-2025-162,groq-gpt-oss-20b,2025,matematica,0,B,B,1
enem-2025-165,groq-gpt-oss-20b,2025,matematica,0,,D,0
enem-2025-168,groq-gpt-oss-20b,2025,matematica,0,E,E,1
enem-2025-171,groq-gpt-oss-20b,2025,matematica,0,E,E,1
enem-2025-172,groq-gpt-oss-20b,2025,matematica,0,,A,0
enem-2025-175,groq-gpt-oss-20b,2025,matematica,0,C,C,1
enem-2025-176,groq-gpt-oss-20b,2025,matematica,0,C,C,1
enem-2025-178,groq-gpt-oss-20b,2025,matematica,0,A,E,0
enem-2025-179,groq-gpt-oss-20b,2025,matematica,0,A,A,1
